unknown,postcode,city,country,postcode,city,country,house_number,house_number,unknown,unknown
VIKIN001,6136 KT,HAARLEM,NL,2992 LC,ALMERE,NL,25,1,,SAFER001
LEV04166,2200 AB,Zevenaar,NL,8911 BN,STELLENDAM,NL,27,6,1000.0,LEV04129
ECOLO002,8000 AB,RIDDERKERK,NL,1062 XK,GELDERMALSEN,NL,64,1-Mar,,GMONE001
STOFB001,3341 LT,SCHAGEN,NL,6165 CK,ETTEN-LEUR,NL,,2,1000.0,
ENEXI010,1800 AC,BARENDRECHT,NL,,ZWOLLE,NL,240,40,,HAMME001
COMPA003,9700 GB,UTRECHT,NL,3542 CD,UTRECHT,NL,22,,1000.0,EASY2001
SUCCE001,8028 PR,EDE,NL,3551 EM,NIEUW-LEKKERLAND,NL,3,40-46,1000.0,NORMA002
TECHP001,3102 GA,VIANEN,NL,2254 AE,UTRECHT,NL,2401,22,1000.0,LEV03779
VCSOB001,2635 BZ,MAASBRACHT,NL,4484 ZG,NIEUWEGEIN,NL,,120,1000.0,MODEL002
SITEI001,3800 BP,Barendrecht,,,SPIJKENISSE,NL,101,8,,TORMA001
HOLLA047,3504 AA,ROZENBURG,NL,2984 AM,HOOGEZAND,NL,48,30,1000.0,BOELS018
LEV04173,7826 CN,ZWOLLE,NL,,BREDA,NL,8d,130,1000.0,KMTXX002
CYCLE001,3300 BC,Haarlem,,,AMSTERDAM,NL,,299,1000.0,MITSU001
LEV00694,3500 GB,ROOSENDAAL,NL,7575 BW,AMSTERDAM,,44,22a,1000.0,GERCO001
REPEX001,3400 AD,SCHIEDAM,NL,,NIJKERK,NL,8,,1000.0,MTA0X001
AAFXX001,1100 CM,UTRECHT,NL,3331 EE,NIJVERDAL,NL,304,7005,1000.0,SMART007
GELDE013,2040 AC,WESTERVOORT,,8263 BC,WADDINXVEEN,NL,39,67A,,KNIPS002
ASSAA001,7722 RS,Hardinxveld/Giessendam,,7681 NB,,NL,7,41-45,1000.0,MEIJE011
BITTE001,5301 LL,HALLUM,NL,4251 PW,GRONINGEN,,222,,1000.0,BEERX003
REXEL002,2986 BJ,APELDOORN,NL,,VOLLENHOVE,NL,9,,1000.0,KATWE001
BOELS025,7300 AC,LEIDEN,,8447 GD,HOOFDDORP,NL,,67,,PROPE002
IMTEC032,3454 ZJ,OTTERLO,NL,,NAARDEN,NL,,1,,SOMAB001
MODEL001,3528 BA,UTRECHT,NL,7554 TV,GRONINGEN,NL,9402,100,,SAFER003
PIRTE016,5960 AC,UTRECHT,NL,6201 BM,VENLO,NL,58,140,,SCOOP001
STEEN024,8903 KB,ZEVENAAR,NL,7081 HR,HENGELO,,41-45,,1000.0,LEV03900
GRAVE003,5321 NC,VARSSEVELD,NL,,,NL,11a,3-May,1000.0,SURTR002
PELKM004,3500 GB,VOLLENHOVE,NL,,ROTTERDAM,,8800,2016,,TOTAL006
SMITB001,8071 TT,CULEMBORG,NL,5406 XC,GELEEN,NL,23032,,1000.0,LEV00607
WEKA0001,6222 NP,Houten,NL,,OOSTERHOUT,,32,,1000.0,LEV03852
KENBR001,D-90411,ALBLASSERDAM,NL,3481 MG,ZWOLLE,NL,7,,1000.0,AGRIT001
HUISM010,7570 AJ,AMSTERDAM,NL,2957 LD,APELDOORN,NL,6,18,1000.0,JOURN001
MACHI001,7575 BW,MAARSSEN,NL,9291 NB,UTRECHT,NL,240,39008,,PICTO001
LEV00339,8250 AE,BREDA,,5928 NV,AMSTERDAM (ZO),NL,48,40d,1000.0,GEMEE009
MOTOR005,2407 AD,TILBURG,NL,,MAASTRICHT-AIRPORT,NL,17,25,1000.0,MENNE011
PCHEA001,3840 AD,ALPHEN AAN DE RIJN,NL,2801 SC,CAPELLE AAN DEN IJSSEL,NL,12,10,,RAILP001
ATLAS001,3990 GJ,GRONINGEN,,2545 JG,UTRECHT,NL,2a,12,1000.0,BREDE001
INHOU002,2995 XA,Enschede,NL,6114 BR,HOOGEVEEN,NL,,5,1000.0,RHEEX002
SOCIA001,5161 EG,Haaksbergen,NL,4815 HB,,NL,18,1-Mar,1000.0,BERGS005
MACHI003,7691 PS,ZUTPHEN,NL,,DUIVEN,NL,12E,1,,PROCI002
ONKEN001,9074 ZL,HATTEM,NL,1120 AC,,NL,265,12,1000.0,BOUWM005
LEV03919,9703 LR,LELYSTAD,,7916 PD,ROTTERDAM,NL,402,17v,1000.0,LEV02253
LEV01249,3286 ZH,UTRECHT,NL,1182 JD,EINDHOVEN,NL,126,5,1000.0,BECKE004
ELECT018,8260 AD,ZUTPHEN,NL,6902 PA,WOERDEN,NL,8,152,1000.0,ORION001
4KPLU001,4702 LC,WEVERSHOOF,NL,3115 JD,AMSTERDAM,NL,175a,35,1000.0,WORKX010
NOTEB002,9723 BP,ALMERE,NL,1704 PX,HILVERSUM,NL,3a,1002,,PRESE001
2RITS001,4820 BC,NIJMEGEN,NL,7227 DE,DELFT,NL,9249,,1000.0,PRODR001
VOLKE011,3437 CD,HAMBURG,NL,9711 TK,,NL,15,,,BINSB001
ZIEDI001,1213 BK,Enschede,,6716 AE,ALMELO,NL,8c,38a,,ELZIN002
HOLLA003,7942 JS,HENGELO,,3412 KX,,NL,252a,10,1000.0,YERXX001
VOETS002,7482 EZ,LEERDAM,NL,5048 AR,,NL,657,,1000.0,APPLI001
PARKE002,3800 BJ,Enschede,NL,3544 HV,OOSTEIND,NL,13,42,1000.0,KLIMA002
TYCOI001,7231 PG,RIJSSEN,,4147 BM,,NL,20122,6,1000.0,HEIJD001
DENMX001,3350 AH,BERGENTHEIM,NL,6573 CH,BARENDRECHT,NL,32,6,1000.0,SAVAS001
REXEL003,7461 JE,BODEGRAVEN,NL,4703 BK,EDE,,370,25,,ALEWI001
DAEME002,4540 AB,Nederweert,NL,,,NL,,,1000.0,VOORT005
GEPOW002,5571 NR,ECHT,NL,6731 AB,BODEGRAVEN,NL,,13b,1000.0,WIENE001
PRISM001,4000 AP,Ridderkerk,NL,,WIJCHEN,NL,,20-22,1000.0,
KLEIN008,2676 LE,NOOTDORP,NL,8013 RN,AMSTERDAM-WEST,NL,,16,1000.0,EGROX001
EIJKE002,2011 TK,SUSTEREN,NL,,KAMPEN,,18,60,1000.0,RUSTH001
FASTT001,3843 GA,AMERSFOORT,NL,1032 KT,UTRECHT,NL,2694,1,1000.0,MAMMO003
VOLTE001,7550 AP,HARDENBERG,NL,..,DELFT,NL,,39,,KONIN005
LEV04138,7550 KA,ZEVENAAR,NL,5328 BN,ECHT,,6,2,1000.0,BOERT001
ARASX001,3815 LZ,ALKMAAR,NL,,ROOSENDAAL,NL,35,73 C,,VOSSL004
HYDAC001,6604 LH,OSS,NL,2314 AG,NAARDEN,NL,18,202,1000.0,HEIJM013
PORTO001,8200 AA,ZUIDOOSTBEEMSTER,NL,,ZWOLLE,NL,17,17h,1000.0,HOFST004
LEV03880,3502 GH,BOXTEL,NL,3991 AS,DEURNE,NL,1002,19,1000.0,SNIJD004
SAFEL001,1910 AC,HEERLEN,NL,5001 CD,SPAKENBURG,NL,55,47,1000.0,MOSTX004
LEV03761,7521 PA,ALMERE,NL,2741 AD,SITTARD,NL,10,,1000.0,INTEG004
LOCON003,3112 NC,KORTENHOEF,NL,7202 BV,GRONINGEN,NL,25,86,1000.0,RAILC005
LEV02566,1601 MH,BREDA,NL,1059 CG,DEN HAAG,NL,,45-47,1000.0,CONTR003
HOOGH009,7575 BN,TIEL,NL,9074 TJ,,NL,,41,1000.0,ENEXI003
RUBAF001,D-47 44,Rotterdam,NL,6030 AD,BLEISWIJK,NL,219,7,1000.0,SPECT006
VERHE004,3600 BA,ROZENBURG,NL,2040 AC,ZUTPHEN,NL,1a,,1000.0,LIGHT003
PIJPE001,9403 DP,UTRECHT,NL,3824 ML,ARNHEM,NL,2,22,1000.0,BOELS067
SLIJP002,7602 KA,HYPPOLYTUSHOEF,NL,3972 NG,,NL,1-Mar,3F,1000.0,LEV00047
LEV00499,4130 EC,BODEGRAVEN,NL,3300 AV,CAPELLE AAN DEN IJSSEL,NL,15,7-Jan,,EMBAX001
BOERX012,3082 DA,RIJSWIJK,NL,,ZWIJNDRECHT,NL,8988,,,KOOPM001
LEV01355,3297 GK,NOORDWIJK,NL,4824 AM,ZWOLLE,NL,,121,1000.0,SMEBA002
PUBLI009,1507 BZ,ALPHEN AAN DEN RIJN,NL,7942 JS,HELLUM,NL,6,21,1000.0,SCHUU010
LEV00853,1970 AM,BREUKELEN,NL,7943 PG,DELFT,NL,7,59,,LEEUW034
LUTZX001,2153 LL,DORDRECHT,NL,,DORDRECHT,NL,4d,39,,LUIJT001
LEV03235,3600 BA,HENGELO,NL,,GRONINGEN,NL,,,,ZEUSB001
PERKI001,4704 RG,VEENENDAAL,NL,3511 PK,DEN BOSCH,NL,162,23,,LEV03718
NORIS001,6721 EC,TILBURG,NL,,ROTTERDAM,NL,115,115,1000.0,FIREF002
ADSGR001,9931 TC,EGMOND AAN ZEE,NL,2628 CN,OOSTERHOUT,NL,60105,134-140,,LASPA001
KONIN022,7261 SP,BREDA,NL,9723 JA,EINDHOVEN,NL,,75-5,1000.0,MANUL002
SIKAB001,7532 SN,TIEL,NL,2585 EC,PARAMARIBO,NL,22,..,1000.0,LEV03757
LEV02842,1724 BL,BARENDRECHT,NL,6227 AL,FICTIEF,NL,,18,,ORION002
LOOPB001,8160 AC,HOUTEN,NL,4191 MV,LEIDEN,NL,6163,,1000.0,OREEL001
MEERS002,2600 GB,VENLO,,7207 BJ,EINDHOVEN,NL,13,6,,DELTA018
SPRIN004,1131 KH,MAARSSEN,,6361 HD,AMERSFOORT,NL,32,,1000.0,DISTR002
THEUN001,8000 AM,ZUTPHEN,NL,9932 BD,APELDOORN,NL,1025,,1000.0,KONIN016
MHXXX001,SL6 8YA,EDE,NL,7207 BH,ZWIJNDRECHT,NL,,6 12,1000.0,SLEUT009
SCHIL006,3454 ZH,ZAANDAM,NL,1099 BS,ZUNDERT,NL,4,,1000.0,LANGE008
LEV03762,7550 AD,UTRECHT,NL,4934 RK,DEDEMSVAART,NL,218,9,1000.0,GBNGR001
JONKE006,3600 AB,UITHOORN,NL,,,,5659,1,1000.0,WILCH001
LEV00456,2700 AJ,AMERSFOORT,NL,8331 LJ,HEERHUGOWAARD,NL,25,12,1000.0,HOGES006
MEEUW003,1042 AC,DEN BOSCH,NL,,UTRECHT,NL,,32,,FILMD001
PCOIN001,2130 AC,Heerlen,NL,.,OSS,NL,26,18,,MEIJE005
SYSTE003,4700 BE,AMSTERDAM,,5374 CM,POELDIJK,,5120,88 B,1000.0,SIGNX002
7000,1031 HL,HENGELO,,,ALKMAAR,NL,95,..,1000.0,VLAMB002
RENTW001,2160 AA,UTRECHT,NL,4247 EX,DE RIJP,NL,78,88,1000.0,COSTE003
5390,3961 NJ,ALPHEN AD RIJN,,3330 AE,GRONINGEN,NL,3-May,15-17,1000.0,BAMXX008
LEV03854,7302 HC,NUMANSDORP,NL,1399 EP,HASSELT,NL,751,10,1000.0,TJADE002
JONGX041,2011 TP,MAASTRICHT,NL,,ENSCHEDE,NL,,3,1000.0,VOLKE014
LCBXX001,7559 SP,ROTTERDAM,NL,3825 HA,HARDERWIJK,NL,191,,1000.0,BREDE005
JOBAR001,9866 TK,WEESP,NL,6903 PZ,GELDERMALSEN,NL,577,2,1000.0,LINQS002
EESXX001,7482 EZ,DUIVEN,NL,,GOUDA,NL,,,1000.0,AQUAR002
LEV00855,3812 PX,OLDEBROEK,NL,6019 BS,ROOSENDAAL,NL,,,1000.0,SPEEL002
BAMXX076,7317 AV,VOORHOUT,NL,,MEPPEL,NL,37022,1,1000.0,HETRA001
LEV04101,7570 AA.0,DEN HAAG,NL,8443 DV,MEERSSEN,NL,10,43,1000.0,BERGX029
ALTEC002,6085 AG,HEERHUGOWAARD,NL,8447 GK,,NL,2315,2,,HOBEO001
ALOMX001,3600 BA,EINDHOVEN,NL,3417 XS,AMSTERDAM,NL,4114,15,1000.0,MERCO003
DYKAX002,6942 AL,ROTTERDAM,NL,5145 NL,UTRECHT,NL,1,122,1000.0,JOBAR001
STRAA009,3235 XE,NIEUWEGEIN,NL,2624 ES,NOORDWIJK,NL,7,136,1000.0,WERVE003
BREZA004,3340 AC,ZAANDAM,NL,1248 9,SITTARD,NL,22041,,1000.0,DYNAM002
TEMPE002,7480 AA,HENGELO,NL,6905 BA,ERP,,10,7,1000.0,LEV01817
FOREC001,3506 GG,Papendrecht,NL,7200 AB,,,153,43,1000.0,VEREB001
SEBAS001,7570 AJ,DEN HELDER,NL,2908 LW,,NL,28,20,1000.0,BIESH001
SMART013,4460 MB,ROTTERDAM,NL,3199 LM,SCHIEDAM,NL,20,94,1000.0,TOSSI001
LEV00105,8061 RK,ROTTERDAM,NL,3993 BG,VEENENDAAL,NL,199,47a,,REEFB001
HERAS003,3007 AJ,HENGELO,NL,3812 BJ,NIEUWEGEIN,NL,117,136,1000.0,VIALI015
BAARS004,4140 AB,OOSTBURG,NL,7418 AB,ROSMALEN,NL,160,48,1000.0,VEGAX002
FILIP003,2500 AB,ROZENBURG,NL,6825 BS,KATWIJK,NL,271,5,1000.0,TIMME014
VOLKE048,3755 BS,Wierden,NL,9982 ZG,DEN BOSCH,NL,8815,49,1000.0,LEV04204
MUGXX002,2650 AA,ROERMOND,NL,1070 AB,DEVENTER,NL,2238,30,1000.0,SPECI002
ASTXX001,6534 AD,BERLIN,,3846 BW,,NL,7,26,1000.0,HEGEM002
WIGMA003,7559 PJ,SCHAIJK,NL,3194 AD,DEN BOSCH,NL,6,35,1000.0,LEV01584
WETER002,5605 SH,HOENDERLOO,NL,3334 KB,ZWANENBURG,NL,17,2-Mar,1000.0,AVSMA001
JOURN001,1948 PL,Baak,NL,5260 CB,UTRECHT,,643,21,1000.0,STRUY004
BOUWH005,3534 AP,Oldenzaal,NL,1551 GG,MEPPEL,NL,,7,1000.0,OUDTH001
ELEQX001,3421 GW,VRIEZENVEEN,NL,5503 LT,AMSTELVEEN,NL,91,31 A,,WITTE020
BUURE002,4815 PH,AMSTERDAM,NL,7554 TD,,NL,5,,1000.0,GREAT001
LEV02498,4934 RK,UTRECHT,NL,5932 AC,,NL,23,2,,GEOME001
VERME004,7550 AJ,DRUNEN,NL,,RIDDERKERK,NL,2,1,1000.0,CATEC001
BORGX004,9704 CH,MAARSSEN,NL,6604 LL,EDE,NL,51,3b,1000.0,BOELS023
KEYWE001,7547 ST,ZWOLLE,NL,8532 CC,,NL,22,22,1000.0,RAILS003
SIEME006,8701 PG,MEPPEL,NL,6666 MC,,NL,20,1,1000.0,BERNA006
BB2VA001,3125 BD,HOOFDDORP,NL,3621 ZB,ROTTERDAM,NL,14,14,,PIRTE007
LEV04053,9731 BB,Aachen,NL,7532 SN,ARKEL,,28,,,LEV04149
KATWE001,4001 HG,OEGSTGEEST,NL,5249 JK,SCHIEDAM,,7213,4,,BIJLS004
KAEFE001,2012 ES,ALBLASSERDAM,NL,8441 BH,DEN HAAG,NL,6,107,1000.0,MACAW001
EPOWE001,3311 BV,LUTTENBERG,NL,3212 LR,UTRECHT,NL,101,20-28,1000.0,RAILT006
LEV02262,3991 AT,HEERENVEEN,NL,,CAPELLE A/D IJSSEL,NL,1130,,1000.0,RTPRO001
LEV00082,3534 AC,TEN BOER,NL,5466 AX,CAPELLE AAN DEN IJSSEL,,,20,1000.0,PIRTE012
KNORR001,7000 AG,GOUDA,NL,7475 BB,APELDOORN,,31,20,1000.0,ELCON001
PROFI004,3500 GA,GEESTEREN,NL,,BERGEN OP ZOOM,NL,60c,14,,WIJNE005
ENGIE001,1200 AW,HUISSEN,NL,7696 BE,NISPEN,NL,5a,,1000.0,LEV01355
WALXX004,6039 ZG,HOOGEVEEN,NL,7691 PS,HELVOIRT,NL,3b,,1000.0,
ISTEC001,3336 LE,GRONINGEN,NL,7556 BV,NOORDWIJK,NL,7,82,1000.0,LEV03424
PIRTE008,2718 TH,HEINO,,2993 LW,HARDERWIJK,NL,4e,4,1000.0,SINNE002
EUROL001,7317 BD,UTRECHT,NL,7775 AC,UTRECHT,NL,74,,1000.0,SIGMA001
RUTTE001,7202 BX,ENSPIJK,NL,3899 BP,,NL,47,,1000.0,SPOOR011
HARTI002,4453 ZG,EDE,NL,,ROOSENDAAL,NL,11,1,1000.0,TEKST002
BERGB001,7570 AH,AMERSFOORT,NL,2685 DC,,NL,73,7,1000.0,EBTPL001
MARKT001,3730 AG,TEN BOER,NL,,,NL,143,2,,SCHOE011
STAAL007,3600 BA,WOERDEN,,1628 ZE,HOUTEN,NL,42,,1000.0,WEETE001
LEV00683,7522 NB,UTRECHT,NL,,EDAM,NL,,55,1000.0,ARNHE004
LEV04122,5902 RB,BEEK,NL,3316 EH,,,2400,,1000.0,
BROOD003,3840 AK,ZAANDAM,NL,7418 AM,EDE,NL,1069,10,1000.0,WORKX009
CONTR003,6916 LG,ELBURG,NL,,MEPPEL,NL,,,1000.0,LEV03034
OSKAM003,7609 PT,ALMERE,NL,,,NL,48,91,1000.0,EXPRO002
BCCEL001,5605 LV,IJMUIDEN,NL,6827 BX,WADDINXVEEN,NL,58057,66,,RWSXX001
SCHOU019,2391 PX,DEN BOSCH,,3113 AR,BAARLO,NL,263,,1000.0,HONOR002
ANCHO001,2400 AD,Boekelo,NL,6603 BV,HENGELO,NL,32,370,1000.0,DEKKE023
WISSE001,3542 CD,ALBLASSERDAM,,2652 XL,,NL,97c,23,1000.0,NETTE005
DOMET001,3551 CN,Maidenhead,NL,5124 NK,HOUTEN,,1,136 C,1000.0,COLLI001
LEV01858,7690 AA,Rijswijk,NL,,,NL,28,15,1000.0,NSVAS003
ZWEEG001,4612 PS,EINDHOVEN,,1098 XH,,NL,2,32a,1000.0,NURIX001
KISJE001,3077 BK,VOERENDAAL,NL,2908 KD,HASSELT,,8,4541,,OISXX001
5310,3504 AA,Enschede,NL,2595 BN,MEPPEL,NL,240,8,,DEBEN001
VELDT002,20900,KLUNDERT,,,SCHIEDAM,,11,5,1000.0,MEESX001
WCCXX001,1931 AK,HELMOND,NL,,DRACHTEN,NL,45,3,,FRIES008
LEV03904,2381 AR,HOORN,NL,6361 HC,WEKEROM,NL,,,1000.0,LEV03962
TRESC001,7948 LE,NEDERWEERT,NL,3084 CB,HEEMSKERK,NL,3a,29,1000.0,LEV04054
STICK001,7640 AD,DE LUTTE,,..,HASSELT,NL,22,,1000.0,LEV03591
KRAUS001,1551 GG,DELFT,NL,,STAPHORST,NL,,480,1000.0,FODER001
1400,3195 ND,OUDE-ADE,NL,7400 AV,GELEEN,DE,84a,13 E,1000.0,ARASX001
LEV02819,5223 LL,UTRECHT,NL,7903 AW,SCHAIJK,,1025,5a,,ROTER002
CENTR018,5600 AA,ZETTEN,,3991 CD,DELFT,,280,7,1000.0,LEV04051
URGEN001,3840 AK,WIJK BIJ DUURSTEDE,NL,5038 DH,GOUDA,NL,,1A,,CENTA002
G4SFI001,3360 AG,LISSE,NL,3313 CS,,NL,52,1,1000.0,LEV04113
CARBY001,1040 KE,NEDERHORST DEN BERG,NL,6085 AG,ZWARTSLUIS,NL,14,,1000.0,METSX001
MICRO005,1507 DD,SLIEDRECHT,NL,3542 DL,ROGAT,,1025,102,1000.0,
LEV04223,6135 ED,AMERSFOORT,NL,9723 BK,DELFT,NL,23,,,LEV00173
BREDE003,2952 BB,EINDHOVEN,NL,,,NL,5150,1,1000.0,ZEROE001
WOONI001,1181 JC,Nieuw Vennep,NL,8606 JR,,NL,,31,1000.0,DEKRA003
LEV04126,4704 RE,OLDENZAAL,NL,3311 GK,OISTERWIJK,NL,8B,,1000.0,INDUT001
STAPL001,6580 AB,Hengelo,NL,,NIJMEGEN,,,10,,DUURS002
WAUBE001,3061 AM,HENDRIK IDO AMBACHT,NL,2516 BB,SCHARWOUDE,NL,10,50,1000.0,COMBI073
OLIEC005,2042 PA,HELLEVOETSLUIS,NL,4462 GC,HILVERSUM,NL,1,4,,BLACK004
LEV04097,3404 AD,BEEK,NL,2595 AL,UTRECHT,NL,62,3,1000.0,MYDAI001
LEV03622,3360 AD,AMERSFOORT,,2498 AT,NIEUW-LEKKERLAND,NL,,5,1000.0,PIRTE002
LEV04177,3601 CC,VENLO,NL,,NIEUW LEUSEN,NL,100,22,1000.0,ANKER001
KENTX001,6201 BM,ZUTPHEN,NL,5433 NE,,,184,225,1000.0,RAILL035
BOSCH007,3180 AA,UTRECHT,NL,6971 GV,EINDHOVEN,NL,,21,1000.0,LIGHT001
HACOU001,8167 7,ENSCHEDE,NL,3824 MJ,,NL,356,20-S,1000.0,LEV03911
DYNNI001,6000 AB,Enschede,NL,8263 BL,WERKENDAM,NL,1315,,1000.0,INGER003
LEV00609,7731 GV,LEEK,,3331 AD,GOES,,250,19,,IGOXX001
LEV01675,8330 AA,RIJSSEN,,4251 SG,ASSEN,NL,137,10a,1000.0,HATZX001
PROTE008,2026 SB,,NL,3571 EE,CAPELLE A/D IJSSEL,NL,,,1000.0,BRIGH001
LEV03604,B-2950,LEEUWARDEN,NL,1521 PS,HELMOND,NL,626,4,1000.0,NEBES001
KOOP0004,5349 TA,KAMPEN,NL,2718 RC,KRIMPEN A/D IJSSEL,,60,10,1000.0,ISTEC001
AWSPO001,2490 AA,AMSTERDAM,NL,8447 GJ,ARNHEM,NL,,,,GRAVE003
WITVE001,8051 CN,UTRECHT,NL,6546 BA,,NL,649,53,1000.0,MICRO005
TMSIN001,7547 ST,Waddinxveen,NL,6199 AA,UTRECHT,NL,402,8a,,PDAPL001
RITTA002,3353 GN,NIEUWEGEIN,,3115 JB,,NL,,,1000.0,WOLVE001
VLIET003,1182 JD,ALPHEN AAN DEN RIJN,NL,6662 NE,WESTZAAN,,2040,11,1000.0,VDAKX001
MAQUI001,5202 CE,SUSTEREN,NL,5241 AA,BREDA,NL,216,,1000.0,SIMAC001
ANKER001,4802 HW,UTRECHT,,3433 PE,LOPIK,NL,,3,1000.0,SWANE001
PIERI001,2811 BC,UTRECHT,NL,4824 EH,VEGHEL,NL,,55,1000.0,LEV04061
TOTAA004,1100 AD,BARNEVELD,NL,6412 PE,WOERDEN,NL,246 - 0,,1000.0,GERSO001
DTOXX001,2130 KB,NIJVERDAL,NL,3513 BC,HEERLEN,NL,121,25,1000.0,HEERE009
BOELS028,4225 SM,AMSTERDAM,NL,,BERKEL & RODENRIJS,NL,26,19,1000.0,LEV03100
REXCO001,7556 MZ,MAARSSEN,NL,7731 GV,BODEGRAVEN,NL,,86-3,1000.0,SWIET003
LEV03355,2908 LT,EMMELOORD,,1314 CK,MOORDRECHT,NL,240,11,,KOOPM008
LEV00849,3542 DE,HASSELT,NL,1948 PL,,,19,1F,1000.0,BIJLS005
PLUSE001,3770 AC,NIEUW - LEKKERLAND,NL,3862 NL,TILBURG,NL,44,6,,KROON006
IMAGO001,4800 DL,UTRECHT,NL,1014 BM,,NL,1035,1,1000.0,DIJKS005
MARKE005,7670 AB,RAAMSDONKVEER,NL,2132 JC,,NL,9,8,1000.0,PARAA001
LEV03953,6361 BH,WORMERVEER,NL,9781 CJ,BAARLO,,,3,1000.0,WURTH001
LEV02393,2900 AC,Benthuizen,NL,,GOUDA,NL,160,,1000.0,BAKKE027
ELRIC001,5600 AC,Zoetermeer,,8102 PH,UTRECHT,NL,14C,2,1000.0,JANSS025
DELTA024,7550 AV,Enschede,NL,1931 DK,WAALWIJK,NL,74,,1000.0,NEOFO001
BMAIR001,2500 BB,SIMONSHAVEN,NL,2011 TK,,NL,3011,221-223,,FLEXO001
VILTO001,5928 NS,Wierden,NL,1326 CW,,NL,9A,10,,GELIN001
ADPAR001,7532 SN,ARNHEM,NL,1620 AH,HAELEN,NL,,79,,LEV00358
REXEL007,9351 NW,WOERDEN,NL,4194,LEEUWARDEN,NL,7,24B,1000.0,PELKM004
TUVNX003,1161 AH,GRONINGEN,NL,6702 DZ,VOORSCHOTEN,NL,560,9,1000.0,MARKE005
HRTRA001,2150 AC,S-GRAVENZANDE,NL,1399 ZG,WIJSTER,NL,75,228,1000.0,DIRKS004
EPLAN001,4383 WJ,BARENDRECHT,NL,3990 DD,SON,NL,,15-D,1000.0,HUMIN001
BUWAL001,7311 PP,MAASTRICHT,NL,1777 CB,HENDRIK-IDO-AMBACHT,,,,1000.0,CONVO005
VIERX001,3970 AB,Dordrecht,,2289 BA,,NL,189,3,1000.0,BRAMM001
OREEL002,7941 AM,DORDRECHT,NL,5571 NR,WAALRE,NL,47A,40,1000.0,WITXX008
STEEN001,3880 AA,TWELLO,NL,,BARENDRECHT,NL,17,22,1000.0,LEV03242
FILOF001,2909 LM,ZUTPHEN,NL,3356 LJ,KOOG AAN DE ZAAN,NL,12,,1000.0,SISSI001
HETRA001,2132 WV,ALBLASSERDAM,,1984 RD,,NL,101,,1000.0,ESSUP001
SAVAS001,3081 AA,TILBURG,,7575 AS,BEVERWIJK,NL,1223,63,1000.0,SIMXX001
JUMOX001,1870 AA,APELDOORN,NL,5680 AA,ROTTERDAM,NL,,8a,1000.0,EESXX001
KNIPS002,7005  A,GOES,NL,,HENGELO,NL,30,,,TOPDE002
TSTCX001,2718 SK,AMERSFOORT,,,WERKENDAM,NL,,310,1000.0,FIELD001
NOVEN001,5503 LN,NIEUWEGEIN,NL,1014 BA,WIJDEWORMER,NL,178,92,1000.0,RECOX003
RSHXX001,6900 AE,ENSCHEDE,,9206 AX,URK,NL,16,251,1000.0,ROOST002
LEV02549,1402 VR,AKKRUM,NL,,ROTTERDAM,NL,169,20,1000.0,RPSAX001
OIMXX002,8071 CZ,HEERHUGOWAARD,NL,3927 AV,UTRECHT,NL,8206,115,1000.0,PEIJL002
ZWART006,1190 AA,ROTTERDAM,NL,,HALSTEREN,NL,14,72,1000.0,VELTH003
PRIMO001,7400 AS,RIDDERKERK,NL,6121 JP,MONSTER,NL,,1,1000.0,PANTA001
LEV04145,2130 AG,DIEMEN,NL,7559 SW,HETEREN,NL,1025,22,1000.0,KREBE002
SITAE001,2400 AJ,AMSTERDAM,NL,8081 HC,UTRECHT,NL,2021,14,1000.0,VODAF002
ATTEN002,2984 AW,RAALTE,NL,5571 SK,ELSLOO,NL,24,..,1000.0,LEV02751
CALIS001,4100 AE,HENGELO,NL,6721 EC,HARDENBERG,NL,10-Dec,45,1000.0,JONKE006
HTIBV001,2700 AJ,MAARHEEZE,,6135 LM,PAPENDRECHT,NL,,520b,1000.0,VISSE037
BUSXX003,6543 WP,SINT PANCRAS,NL,2491 BC,ZWANENBURG,,9,,,HOUWE006
LEV00962,3606 AB,DORDRECHT,,6163 HG,HATTEM,NL,8,73,1000.0,HACOU003
COELI001,2700 AC,BRUMMEN,NL,1411 AW,BEVERWIJK,NL,136,128A,1000.0,LANTI001
STALX001,2990 AA,AMSTERDAM,NL,3449 JB,,NL,12,8,1000.0,VICRE001
ROUTE002,5201 AV,BARNEVELD,NL,5102 AE,ROCKANJE,NL,11380,,1000.0,HOLLA028
HAANX005,5768 RZ,ALMERE,NL,4061 AB,BUNSCHOTEN SPAKENBURG,NL,,3,1000.0,LEV03312
GEERT004,7547 ST,NIJEVEEN,NL,9627 PB,,,7,21-20,1000.0,LEV04130
ACTAX001,4147 AV,HATTEM,NL,2909 LK,ROTTERDAM,NL,82,,1000.0,SCHNE005
TIEME002,1183 VC,NIEUWKOOP,NL,6942 AL,TERNEUZEN,NL,2664,1,1000.0,LEV04157
AEGXX001,2718 RX,MAARSSEN,NL,1032 LA,VENRAY,,,,,DIAMA002
VLAMB002,3047 AT,ALMELO,NL,7602 KL,ASSEN,NL,13,31,1000.0,PREWE001
DALHU001,1700 AD,ZAANDAM,NL,7384 DL,,NL,23,145,1000.0,LEV00883
DYKAX001,9700 AG,APELDOORN,NL,7461 AK,DEN DOLDER,NL,6,31,,ARENT002
