house_number,city,postcode,country,country,country,unknown,telephone_nr,unknown,unknown,unknown,unknown,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,unknown,date,date,date,date
6,WILLEMSTAD - CURACAO,3544 AC,NL,NEDERLAND,NL - NEDERLAND,,5769-7130,NIET MEER GEBRUIKEN,660 - Zorg: Ziekenhuizen,CUS,,,9726AD,BRUNSSUM,67.0,3971KD,VOORBURG,NLD,070  3486486,,,6420.0,,,Coöperatief georganiseerde banken,,Groothandel in kantoormachines (geen computers),1.0,13-12-2009,28-5-2001,,29-3-1994
51,DELFGAUW,1411 DD,NL,NEDERLAND,NL - NEDERLAND,,030-2327504,Gispen / InterCompany,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,1175RK,CULEMBORG,,2515VK,DIEMEN,NLD,0573 713000,,m,46471.0,,,Overige dienstverlening op het gebied van verzekeringen en pensioenfondsen n.e.g.,,,2.0,27-2-2009,,,13-9-1988
1,ROTTERDAM,2288 EE,NL,NEDERLAND,NL - NEDERLAND,,030-2756491,Zorg: Ziekenhuizen,520 - Overheid: Gemeentes > 100000,OVE,Klant,Stichting,3015CX,ROTTERDAM,1117.0,3006AL,UTRECHT,NLD,046  4389222,,f,8411.0,,,Vervaardiging van suiker,,,1.0,,22-12-1970,,1-1-2008
,OOSTERHOUT NB,5321 JA,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: Ziekenhuizen,P500 - Overheid,CUS,Klant,,,HERTEN,13.0,7240AA,AMSTERDAM,NLD,,,,8411.0,,,Middelbaar beroepsonderwijs,Belastingconsulenten,,5.0,7-10-2010,,,2-1-1995
32,RIDDERKERK,5451 BM,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: MBO,750 - Bedrijven: Klein <100,CUS,Klant,Publiekrechtelijke rechtspersoon,,ROTTERDAM,58.0,3500BK,UTRECHT,NLD,043  3631180,,,4662.0,,,Coöperatief georganiseerde banken,,,3.0,28-12-2009,,,24-3-1898
9-11,DOETINCHEM,3528 BL,NL,NEDERLAND,NL - NEDERLAND,,058-2676270,Bedrijven: Middel >100 < 250,750 - Bedrijven: Klein <100,CUS,Overige,Publiekrechtelijke rechtspersoon,9723TH,,14.0,4153ZG,DRUTEN,NLD,088  2506646,,m,,,78202.0,Organisatie-adviesbureaus,Arbobegeleiding en reïntegratie,,1.0,9-9-2013,14-3-2017,,22-12-1986
10,TORONTO ON M6R 2B2 CANADA,3542 AW,NL,NEDERLAND,NL - NEDERLAND,GB932230557,038 - 469 1111,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,6702AA,ROERMOND,33.0,,VIANEN UT,NLD,,,m,70221.0,,,"Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water",,,,27-1-2006,22-12-1970,,17-10-1986
2,ROTTERDAM,3511 SB,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,DEA,,Vennootschap onder firma,2333CA,ROTTERDAM,22.0,5600AC,EINDHOVEN,NLD,070  3486486,,,47591.0,18129.0,,Beroepsorganisaties,Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen,,1.0,25-11-2014,2-8-1937,30-3-2001,16-3-2007
11C,Helmond,2511 VP,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: 1e lijns,860 - NIET MEER GEBRUIKEN,CUS,Overige,Vereniging met volledige rechtsbevoegdheid,,HOOFDDORP,251.0,4171BR,ROERMOND,NLD,,,,85592.0,,,Overige belangenbehartiging n.e.g.,,,,25-4-2001,,,22-3-2005
2,HOOFDDORP,43539,NL,NEDERLAND,NL - NEDERLAND,,0527 685391,Bedrijven: Middel >100 < 250,690 - Zorg: Overige,CUS,Klant,Eenmanszaak,,HEINENOORD,27.0,3584CM,BEEK LB,NLD,020  5989898,,m,96022.0,,,Steunfondsen (niet op het gebied van welzijnszorg),,,,18-8-1998,,,26-4-1996
43,ZEIST,2333 CL,NL,NEDERLAND,NL - NEDERLAND,NL001027311B01,(585) 473-6610,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,OVE,Arbodienst,Besloten Vennootschap met gewone structuur,3012CC,LEEK,26.0,9700GB,BOXMEER,NLD,010  2848688,,m,8411.0,,,Groothandel in gereedschapswerktuigen,,,,,,,24-2-2015
218,AMSTERDAM,6511 AB,NL,NEDERLAND,NL - NEDERLAND,,070-3484784,NIET MEER GEBRUIKEN,690 - Zorg: Overige,CUS,Klant,Eenmanszaak,3521AM,ALMELO,1.0,,MAASTRICHT,NLD,0597 423456,,m,70102.0,,,Transport via pijpleidingen,,,1.0,2-1-2016,,27-7-2010,1-2-1960
5,HEERLEN,8031BA,NL,NEDERLAND,NL - NEDERLAND,NL001483316B01,043-3876543,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,CUS,Klant,Stichting,2593BZ,DELFT,135.0,5280AA,ZAANDAM,NLD,,,,6209.0,6832.0,,Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe),,,,28-2-2017,,,11-8-2011
40-44,OSLO,3133 KA,NL,NEDERLAND,NL - NEDERLAND,,030-702 0750,Bedrijven: Groot > 250,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,5611XP,UTRECHT,100.0,9701JB,,NLD,0413 491491,,,66292.0,,,Advisering op het gebied van informatietechnologie,Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch),,5.0,24-8-2015,23-3-2001,,
,SCHIPHOL,3063 NH,NL,NEDERLAND,JP - Japan,,0183 636 888,Overheid: Overige,600 - Onderwijs: WO,OVE,Klant,Maatschap,,HEERLEN,8.0,5121DC,LELYSTAD,,0512 588888,,,,,,Vervaardiging van elektrische lampen en verlichtingsapparaten,,,1.0,31-1-2008,,,5-10-2009
7,UTRECHT,1018 WB,NL,NEDERLAND,NL - NEDERLAND,,0736-451 442,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,3621ZA,BREDA,67.0,2501EH,AMSTERDAM,,0512 305700,,,71111.0,69209.0,,Ambulante jeugdzorg,"Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en laboratoriumbenodigdheden",,1.0,21-12-2004,9-4-1962,31-12-1996,
1,ZEVENAAR,4461 DJ,NL,NEDERLAND,BE - BELGIE,,013-4663085,Overheid: Overige,610 - Onderwijs: HBO,CUS,Klant,Stichting,3528BL,ZWOLLE,5.0,5038CH,'S-GRAVENHAGE,NLD,,,,74103.0,,,Accountants-administratieconsulenten,,,1.0,2-1-2016,15-4-2013,,13-2-2014
1,AMSTERDAM,2134 TM,NL,NEDERLAND,UK - VERENIGD KONINKRIJK,,071-5246400,Bedrijven: Klein <100,880 - NIET MEER GEBRUIKEN,CUS,Klant,Stichting,3911MG,SON EN BREUGEL,230.0,1001RH,ZWOLLE,NLD,046  4200423,,m,8542.0,,7220.0,Coöperatief georganiseerde banken,,,1.0,26-4-2010,28-6-2016,,
,CULEMBORG,6503 GG,NL,NEDERLAND,NL - NEDERLAND,DE112291684,,Overheid: Gemeentes < 100000,520 - Overheid: Gemeentes > 100000,CUS,Klant,Stichting,2595AK,MAASSLUIS,12.0,8200BC,DOETINCHEM,NLD,070  2102000,06 43014490,,85311.0,,,,,,4.0,29-10-2013,22-9-1983,,26-4-1984
100,ARNHEM,7513 AB,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,,AMSTERDAM,102.0,2500EB,LEIDEN,NLD,030  6087777,,,85323.0,78202.0,,Vervaardiging van overige meubels,,,8.0,10-1-2012,,,17-10-1923
5C,DEVENTER,,NL,NEDERLAND,NL - NEDERLAND,,010-2466466,Bedrijven: Klein <100,,CUS,Overige,Besloten Vennootschap met gewone structuur,8017JV,AMSTERDAM,4.0,1019GM,TILBURG,NLD,088  7871000,06 15086964,,8542.0,46473.0,,Algemeen overheidsbestuur,,,3.0,,28-12-1989,24-2-2017,28-11-2014
,DEN HAAG,1171 CL,NL,ITALIE,NL - NEDERLAND,,020 6262691,Bedrijven: Overige,750 - Bedrijven: Klein <100,OVE,Klant,Vereniging met volledige rechtsbevoegdheid,1505HH,AMSTERDAM,683.0,2508CR,ST. WILLEBRORD,NLD,088  3680787,,,86104.0,64303.0,,Algemeen overheidsbestuur,,,9.0,13-8-2010,,,1-2-1988
20,GORINCHEM,2595 BE,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: Academisch,770 - Partners / dealers,CUS,Overige,Eenmanszaak,3311KJ,AMSTERDAM,154.0,5263NM,,NLD,033  3035000,,,5814.0,,,Callcenters,,,3.0,7-11-2009,,,1-1-2010
1,DRUTEN,6222 NK,NL,NEDERLAND,NL - NEDERLAND,NL831842517B01,0345-599070,Overheid: Ministeries,700 - Financiele instellingen,CUS,Klant,,3062PA,AUSTERLITZ,,1446WG,HEERLEN,NLD,073  6812812,,,4611.0,,,Veldvoetbal,Reparatie van elektrische huishoudelijke apparaten,,12.0,17-3-2005,20-12-1993,,22-1-2005
137,WAALRE,5271 GD,NL,VERENIGD KONINKRIJK,NL - NEDERLAND,,,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Parent,Stichting,9611AW,RIJSWIJK,8.0,4817MV,SPIJKENISSE,NLD,071  5273169,,m,8412.0,,,Personenvervoer per spoor (geen tram of metro),,,3.0,3-12-2002,11-1-2002,,1-2-2007
29-33,MELBOURNE,5175 AC,NL,NEDERLAND,NL - NEDERLAND,,079-3162195,Financiele instellingen,730 - Bedrijven: Groot > 250,ARC,Klant,Stichting,2594AC,MAASTRICHT,9.0,6135LH,NIJMEGEN,,072  5206140,,m,33223.0,,,Woningbouwverenigingen en -stichtingen,,,1.0,25-2-2009,,,1-1-2000
16,GELEEN,6167 RD,NL,NEDERLAND,NL - NEDERLAND,,010 3037520,Onderwijs: HBO,530 - Overheid: Gemeentes < 100000,CUS,Klant,Publiekrechtelijke rechtspersoon,1013BG,ARNHEM,1.0,6202AZ,NIJMEGEN,NLD,,0183 612712,f,64191.0,,,"Ontwikkelen, produceren en uitgeven van software",Groothandel in verlichtingsartikelen,,1.0,11-2-2010,,,1-8-2007
9,AMSTERDAM,2515 XP,NL,NEDERLAND,NL - NEDERLAND,NL001483316B01,187493222,Bedrijven: Klein <100,650 - Zorg: Academisch,,,Vereniging met beperkte rechtsbevoegdheid,6662NX,HOUTEN,25.0,5600JZ,SLEEUWIJK,NLD,0344 579279,,,64191.0,,,Brede scholengemeenschappen voor voortgezet onderwijs,,,1.0,6-6-2017,,,1-4-1985
14,AMSTERDAM,1066 CX,NL,NEDERLAND,NL - NEDERLAND,8058.94.706.B.15,0297-343000,NIET MEER GEBRUIKEN,,CUS,Klant,Vereniging met volledige rechtsbevoegdheid,5296PZ,,8.0,1014BV,,NLD,010  4782326,,m,69203.0,69204.0,,Voorbereidend middelbaar beroepsonderwijs,,,,17-12-2015,24-3-2006,18-1-2011,17-12-1998
2,TIEL,,NL,NEDERLAND,NL - NEDERLAND,,+49 6533 75-312,Overheid: Overige,730 - Bedrijven: Groot > 250,,Klant,Publiekrechtelijke rechtspersoon,3341EN,VRIEZENVEEN,60.0,3328WL,DIEMEN,NLD,0475 374545,,,8411.0,,,Algemeen overheidsbestuur,Uitleenbureaus,,6.0,26-9-2007,,,15-6-1994
16-18,GALATI,3744 MN,NL,BELGIE,NL - NEDERLAND,,16169945424,Onderwijs: MBO,850 - NIET MEER GEBRUIKEN,ARB,Klant,Eenmanszaak,7575BV,GRONINGEN,151.0,,,NLD,043  3260078,,,,,,Groothandel in bedrijfsmeubels,Straathandel,,2.0,20-3-2009,,12-4-2002,28-10-1931
20,TILBURG,6534 AD,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,5211HH,HOOFDDORP,12.0,3118JH,IJSSELSTEIN,NLD,,071 5272814,,66292.0,74103.0,,Accountants-administratieconsulenten,,,5.0,5-1-2016,30-5-2002,,1-2-1997
,UTRECHT,1381 MZ,NL,NEDERLAND,NL - NEDERLAND,,023-5649484,Overheid: Gemeentes < 100000,530 - Overheid: Gemeentes < 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,4854MK,'S-GRAVENHAGE,2.0,4100AE,LEIDEN,NLD,0412 629911,,f,94997.0,,,,,,9.0,24-2-2005,,,1-5-2007
9,Elst (Gld.),8025 BM,NL,NEDERLAND,NL - NEDERLAND,GB225512687,033-4217785,Bedrijven: Overige,750 - Bedrijven: Klein <100,CUS,Overige,Besloten Vennootschap met gewone structuur,3015CE,'S-GRAVENHAGE,,,SCHIEDAM,NLD,,,,2740.0,,,,,,1.0,2-3-2009,4-12-2001,,3-4-2014
17,DORDRECHT,1090 GC,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,700 - Financiele instellingen,OVE,Klant en Partner,Stichting,3311HE,VENRAY,5.0,2501AA,ADUARD,NLD,010  4081751,,,71111.0,,,Vervaardiging van elektrische lampen en verlichtingsapparaten,,,1.0,1-5-2009,,,1-8-2003
,ETTEN-LEUR,6711 NR,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: Ziekenhuizen,730 - Bedrijven: Groot > 250,CUS,,Stichting,,HETEREN,4.0,3970AE,WASPIK,NLD,,,,64194.0,,,Groothandel in vloeibare en gasvormige brandstoffen,,,12.0,28-4-2017,31-5-2006,,26-2-2004
291,GORINCHEM,2628 AR,NL,NEDERLAND,NL - NEDERLAND,,0418-540077,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,DEA,Klant,Stichting,1105AZ,ROTTERDAM,76.0,6500AB,AMSTERDAM,NLD,,,,6831.0,46692.0,,Holdings (geen financiële),,,,,31-3-1999,28-12-1994,1-1-2014
23,WOERDEN,8914 AZ,NL,NEDERLAND,NL - NEDERLAND,,020-2511111,Overheid: Ministeries,620 - Onderwijs: MBO,,Klant,Besloten Vennootschap met gewone structuur,3992DH,VLEUTEN,,4130EB,ZAANDAM,NLD,,,,4941.0,,,Callcenters,Assurantietussenpersonen,,9.0,14-4-2010,,,6-5-1947
80,HOLLANDSCHEVELD,2614 GR,DK,VERENIGD KONINKRIJK,NL - NEDERLAND,814410923,,NIET MEER GEBRUIKEN,610 - Onderwijs: HBO,OVE,Klant,Besloten Vennootschap met gewone structuur,3991ZS,AMSTERDAM,27.0,1001RH,AMERSFOORT,NLD,040  2597659,,,74103.0,,7112.0,Organisatie-adviesbureaus,Uitleenbureaus,,1.0,25-1-2012,,,25-7-2007
2,ZWOLLE,2591 TV,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,690 - Zorg: Overige,,,Besloten Vennootschap met gewone structuur,7901JV,EINDHOVEN,48.0,,DEVENTER,NLD,030  7670400,,,68204.0,,,Groothandel in bedrijfsmeubels,,,1.0,11-10-2010,17-10-1986,,
4,KAATSHEUVEL,9000,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: WO,830 - NIET MEER GEBRUIKEN,CUS,Dealer,Besloten Vennootschap met gewone structuur,2332KG,LEIDEN,,1100DS,SOESTERBERG,NLD,,,m,8621.0,,,Industrieel en productontwerp,"Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales",,1.0,27-3-2014,,,1-7-1945
1,DELFT,D-31595,NL,NEDERLAND,NL - NEDERLAND,,0043 676 570066,,610 - Onderwijs: HBO,CUS,,Publiekrechtelijke rechtspersoon,6135ED,'S-GRAVENHAGE,110.0,3000AE,MAASBRACHT,NLD,036  5399911,,f,,,,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn",,,1.0,17-1-2017,14-3-2008,,
25,CAPELLE A/D IJSSEL,3066 HH,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,760 - Bedrijven: Overige,SUP,Klant,Besloten Vennootschap met gewone structuur,5612AS,WOLFHEZE,96.0,3211BA,DE MEERN,NLD,010  4090599,,m,8411.0,,,Winkels in schoenen,,,2.0,,,1-1-2016,3-1-1979
,AMSTERDAM,2685 AP,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Ministeries,750 - Bedrijven: Klein <100,CUS,Klant,,2333AL,GRONINGEN,62.0,1018WJ,GRONINGEN,NLD,071  5146873,,m,77299.0,,78202.0,Financiële holdings,,,5.0,16-2-2012,2-7-2015,,1-1-2009
,SCHIEDAM,D-47627,NL,VERENIGD KONINKRIJK,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,520 - Overheid: Gemeentes > 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,5451BM,MAASTRICHT,37.0,,DEN HELDER,NLD,035  5436695,,,72192.0,,,Volkskredietbanken en commerciële financieringsmaatschappijen,,,10.0,24-12-2009,,,20-12-2000
1,YEOUNDEUNGPO-GU SEOUL,2500 EB,NL,NEDERLAND,NL - NEDERLAND,,036-5323623,Overheid: Gemeentes < 100000,665 - Zorg: 1e lijns,CUS,Klant,Besloten Vennootschap met gewone structuur,2622HA,CULEMBORG,4.0,3507LA,ROTTERDAM,NLD,077  3974100,,,46697.0,,,,,,12.0,15-5-2014,,,1-12-2004
,AMSTERDAM,4005 LD,TW,NEDERLAND,NL - NEDERLAND,,205318950,Onderwijs: WO,620 - Onderwijs: MBO,CUP,Overige,Publiekrechtelijke rechtspersoon,5121DC,WILLEMSOORD,10.0,3007AD,'S-HERTOGENBOSCH,NLD,020  4951414,088 7470241,,8542.0,,,Arbeidsbemiddeling,,,2.0,14-12-2015,9-9-2010,,1-1-2017
72,OVERVEEN,5737 ZG,US,NEDERLAND,NL - NEDERLAND,,,,520 - Overheid: Gemeentes > 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,,UTRECHT,230.0,4000HB,DEN HAAG,,0527 685391,,m,71111.0,910.0,,Accountants-administratieconsulenten,,,1.0,,2-1-2004,,10-5-1960
18,PURMEREND,5232 KH,NL,NEDERLAND,NL - NEDERLAND,ABN41104322689,070-3381111,Bedrijven: Middel >100 < 250,750 - Bedrijven: Klein <100,,Klant,Eenmanszaak,2033CK,DELFT,1.0,1009CE,HOUTEN,,0348 445886,,m,74102.0,,,Universitair hoger onderwijs,Assurantietussenpersonen,,1.0,18-9-2015,29-8-1974,,21-10-1959
34,STEYERBERG,5262 NN,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,530 - Overheid: Gemeentes < 100000,CUS,Klant,Vennootschap onder firma,3431JZ,GELDERMALSEN,1.0,3861RJ,OUDEWATER,NLD,010  2484000,,,7112.0,,,,,,,7-2-2008,,4-1-2010,
157,UTRECHT,6905 AA,NL,NEDERLAND,NL - NEDERLAND,,020-5613686,Overheid: Ministeries,730 - Bedrijven: Groot > 250,DEA,Klant,,9728BM,AMSTERDAM,6.0,9723ZA,VLAARDINGEN,NLD,071  5273600,,,85323.0,,,Middelbaar beroepsonderwijs en educatie (gecombineerd),Interieurarchitecten,,1.0,1-9-2011,,4-9-1971,31-12-2002
251,ALMERE,1075 BL,NL,NEDERLAND,NL - NEDERLAND,,,Overige,670 - Zorg: 2e lijns,CUS,Overige,Stichting,6367BA,'S-GRAVENHAGE,17.0,2333CL,LISSE,NLD,,,,4665.0,,,Algemeen overheidsbestuur,,,3.0,2-2-2012,31-7-1995,,30-6-2011
,AMSTERDAM,4903 RA,UK,NEDERLAND,NL - NEDERLAND,,,,,,Overige,Stichting,4041CL,UTRECHT,99.0,3528BE,,NLD,0597 415052,,m,,,,"Groothandel in overige machines, apparaten en toebehoren voor industrie en handel n.e.g.",Sanering en overig afvalbeheer,Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe),3.0,4-4-2017,12-9-2007,,1-1-1925
50,ALKMAAR,9723 BK,NL,NEDERLAND,NL - NEDERLAND,,020 59 89 89 8,Bedrijven: Groot > 250,,OVE,Klant,Besloten Vennootschap met gewone structuur,5469EW,SPIJKENISSE,,,AMSTERDAM,NLD,0118 689010,,m,46471.0,,,Financiële holdings,,,1.0,24-2-2010,14-12-1990,23-7-1996,
,TERWOLDE,3723 BJ,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,880 - NIET MEER GEBRUIKEN,DEA,Klant,Coöperatie U.A. blijkens statuten structuurcoöperatie,1019AG,EINDHOVEN,9.0,6400AH,MILL,,,,,85314.0,,,Groothandel in kantoormachines (geen computers),,,5.0,4-3-2011,16-9-1971,,12-2-1987
111,EINHOVEN,3062 PA,NL,NEDERLAND,NL - NEDERLAND,NL009062518B01,,,750 - Bedrijven: Klein <100,CUP,Klant,Vennootschap onder firma,1011NK,,6.0,1182DB,HEERHUGOWAARD,NLD,030  2333734,,,7311.0,,4651.0,,,,1.0,,,,
100,SCHIPHOL RIJK,2513 AA,NL,NEDERLAND,NL - NEDERLAND,,0596-640450,Overheid: Gemeentes > 100000,665 - Zorg: 1e lijns,CUS,Dealer,Vereniging met volledige rechtsbevoegdheid,2518AC,AMSTELVEEN,25.0,,GRONINGEN,NLD,038  4973311,,,86923.0,,,Ministerie van Justitie en gevangeniswezen,,,2.0,20-4-2006,26-4-1996,,1-10-1977
250,AMSTELVEEN,3447 GN,NL,NEDERLAND,NL - NEDERLAND,805868318,,,,,Dealer,Publiekrechtelijke rechtspersoon,4104AZ,HOOFDDORP,13.0,1412CW,ZIERIKZEE,NLD,,,,69101.0,,,Financiële holdings,Gezondheidscentra,,1.0,19-10-2006,16-4-1999,,24-7-2016
5,AMSTERDAM,5633 AJ,NL,NEDERLAND,NL - NEDERLAND,,+31 20 6526490,Onderwijs: MBO,850 - NIET MEER GEBRUIKEN,CUP,Klant,Besloten Vennootschap met gewone structuur,2288EG,AMSTELVEEN,4.0,6598DL,AMSTERDAM,NLD,,,m,220.0,,,Financiële holdings,,,6.0,,16-12-1996,,
,AMSTERDAM,1077 ZX,NL,NEDERLAND,NL - NEDERLAND,,043-3899999,Bedrijven: Middel >100 < 250,730 - Bedrijven: Groot > 250,CUS,Overige,Besloten Vennootschap met gewone structuur,,ROTTERDAM,29.0,2501CP,'S-GRAVENHAGE,,023  8908900,,,7112.0,,,Algemene ziekenhuizen,,,9.0,30-9-2010,28-5-2009,27-5-1992,31-5-2007
175,MIDDELHARNIS,3013 AA,NL,POLEN,NL - NEDERLAND,,546-484778,Overheid: Gemeentes < 100000,660 - Zorg: Ziekenhuizen,OVE,Klant,Besloten Vennootschap met gewone structuur,,HOOFDDORP,2.0,9700MB,UTRECHT,NLD,010  2112050,,,85511.0,,,Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing,Concerndiensten binnen eigen concern,,1.0,5-10-2010,28-5-2003,1-1-1995,11-4-2014
25,VEENHUIZEN,3004 HA,NL,ITALIE,DE - DUITSLAND,,0900 7645645,Bedrijven: Groot > 250,590 - Overheid: Overige,OVE,Klant,Stichting,5223GZ,SNEEK,8.0,3828LD,ROTTERDAM,NLD,045  5231484,,m,6420.0,,,Coöperatief georganiseerde banken,,,6.0,22-6-2012,,,31-3-2008
10,ROERMOND,,NL,NEDERLAND,NL - NEDERLAND,,0486-477277,Bedrijven: Klein <100,665 - Zorg: 1e lijns,CUS,,Besloten Vennootschap met gewone structuur,3584BA,ROTTERDAM,105.0,1081HV,UTRECHT,NLD,0317 412920,,,91021.0,,,Interieurbouw,,,7.0,17-5-2010,31-12-2014,,19-2-2004
382,ROTTERDAM,1054 XD,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,Overheid: Ministeries,730 - Bedrijven: Groot > 250,ARC,Klant,Stichting,1625HV,HUIZEN,4.0,5615CW,EDE GLD,NLD,035  6941387,,,46462.0,,,Overige culturele uitleencentra en openbare archieven,,,4.0,5-11-2009,28-9-2013,,27-1-1969
4,DEN HAAG,5175 BB,NL,MAROKKO,NL - NEDERLAND,,015 260 3060,,,CUS,Overige,Publiekrechtelijke rechtspersoon,9401KZ,BREDA,3.0,4100AA,GRONINGEN,NLD,043  6099292,,m,70102.0,69204.0,,"Bemiddeling bij handel, huur of verhuur van onroerend goed",,,8.0,8-1-2007,,,
8,Kirkwood,3045 AV,NL,NEDERLAND,KR - Zuid Korea,,,,730 - Bedrijven: Groot > 250,OVE,,Naamloze Vennootschap blijkens statuten structuurvennootschap,6135LH,AMSTERDAM,4.0,7551BS,'S-GRAVENHAGE,NLD,020  5995555,,,86923.0,,,,Advisering op het gebied van management en bedrijfsvoering (geen public relations en organisatie-adviesbureaus),,1.0,1-10-2012,23-12-1964,,
55,WOERDEN,3800,NL,ESTLAND,NL - NEDERLAND,,020-6901733,Zorg: Overige,730 - Bedrijven: Groot > 250,CUS,Klant,Publiekrechtelijke rechtspersoon,3818EX,UTRECHT,10.0,8000GA,EINDHOVEN,NLD,010  4081751,,m,86221.0,,,Rechtskundige adviesbureaus,,,5.0,5-4-2011,,,3-11-2004
21,UTRECHT,3012 KC,NL,NEDERLAND,NL - NEDERLAND,,020-5245837,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,,Overige,Besloten Vennootschap met gewone structuur,3031RT,OUDERKERK AAN DE AMSTEL,22.0,1017CE,OOSTVOORNE,NLD,0297 292600,,f,64921.0,,,Brede scholengemeenschappen voor voortgezet onderwijs,,Interieurarchitecten,1.0,10-3-2003,,,30-3-2009
62,NIJMEGEN,3551 EJ,NL,NEDERLAND,NL - NEDERLAND,,0344-649090,Zorg: Overige,730 - Bedrijven: Groot > 250,CUS,Klant,Buitenlandse EG-vennootschap met onderneming in Nederland,5652CL,CULEMBORG,3.0,9700RB,LEIDEN,,0487 572524,,,64194.0,,,Detailhandel via postorder en internet in huis- en tuinartikelen,,,1.0,14-6-2017,,28-11-1972,1-6-2011
56,EINDHOVEN,3068 AX,NL,NEDERLAND,NL - NEDERLAND,NL 802760119 B01,,,820 - NIET MEER GEBRUIKEN,CUS,Klant,Vereniging met beperkte rechtsbevoegdheid,1086XP,BOXTEL,13.0,6720AA,LEKKERKERK,NLD,,,m,85599.0,,,Organisatie-adviesbureaus,,,1.0,24-8-2011,,18-11-1981,29-7-2007
22,KRIMPEN A/D IJSSEL,6971  BV,NL,NEDERLAND,NL - NEDERLAND,NL815284834B01,,Bedrijven: Groot > 250,520 - Overheid: Gemeentes > 100000,CUS,Klant,Stichting,1012VB,ASSEN,1.0,2288EG,'S-GRAVENHAGE,NLD,015  2196100,,,6209.0,,,Middelbaar beroepsonderwijs en educatie (gecombineerd),,Payrolling (personeelsbeheer),8.0,5-6-2015,22-12-1970,,6-1-2009
4A,CULEMBORG,1016 HV,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Ministeries,740 - Bedrijven: Middel >100 < 250,OVE,Klant,Publiekrechtelijke rechtspersoon,1272EX,GRONINGEN,597.0,4100AK,ZAANDAM,,030  2533550,06 54250503,,2314.0,,4622.0,Ministerie van Justitie en gevangeniswezen,Arbobegeleiding en reïntegratie,,4.0,31-1-2011,,,1-1-2002
,UTRECHT,3511 ER,NL,NEDERLAND,NL - NEDERLAND,,,,870 - NIET MEER GEBRUIKEN,CUP,Klant,Besloten Vennootschap met gewone structuur,4942BE,WAGENINGEN,7.0,3402PL,AMSTERDAM,,0181 662088,,,,,,Overige specialistische zakelijke dienstverlening,,,1.0,15-7-2011,21-12-1967,29-5-1998,17-12-1998
