unknown,unknown,unknown,postcode,city,country,telephone_nr,sbi_code,unknown,unknown,unknown,unknown,unknown,unknown,date,unknown,legal_type,date,date
6791,DB4B9356-B553-45D5-94A1-18FC667BB6A4,959104,1507 SB,Veenendaal,NL ,,Z         ,Suspect,CANE,676DA51B-F84D-4B4A-83E4-082BEA39AFCF,,,,,69EBFCB3-C6E6-4C7B-966E-A18ED0DDA09C,,,
5750,6442F23C-50E0-4166-9A5E-631105410880,2830,3454 XZ,DELFT,NL ,,-         ,Customer,CANE,27F2A042-8023-41F8-B381-EA5E0BEC89B9,,,,,03811834-B68F-4E1B-9821-83B71280DC31,,,
1599,63556164-B39D-4542-B3E1-49908333A8F0,958851,1822 CC,HILVERSUM,NL ,0342-414803,UNKNOWN   ,Suspect,CANE,20C99E97-9514-4639-A0D6-1FD8ADE4BC4F,,,,,5DFCD47A-E627-43D4-B4BD-1DD1DC33C665,,,
2012,EBFD42C2-C4B4-4FBC-9F0E-51B7929959F9,956653,3604 BB,Amsterdam,NL ,030-7115310,-         ,Reseller,CANE,DF93B37F-9508-476D-A971-6742287BAAEC,,,,,A5531366-CF65-4135-8442-51398F8B2CE1,,,
2175,12A861F3-36D7-4ACB-8C5C-82D1E8F24542,293,8271 JZ,-,NL ,-,-         ,Customer,CANE,3EF68ECA-4D7C-4EC9-AC3E-D4ED0CBF3DD6,,32355629.0,,,474696BB-DFD7-4761-A4B0-7F59B6FBCE65,,,
5167,FA1517EA-C72F-419E-B330-9F93A08681A2,10067,2132 NG,,NL ,035-6937305,M         ,Customer,CANE,BCD7F625-138B-444C-83B4-7960DDC73F90,,19491700.0,,,448B9B8A-65F6-4D5C-A6C9-758504B9FB9B,,,
6713,A12C7580-36D7-447B-BDCE-197ABB3B9EE5,600040,,Tilburg,NL ,,70        ,Prospect,CANE,7AC7C59C-ACC2-4C58-B3D9-EE2B58CCED72,,,,,625FA1D0-7435-463A-B0B4-73EE6DD2D872,,,
7030,BCD288EC-9082-44B0-8AD6-9EBADF6246F8,100427,1213 XJ,Den Haag,NL ,,N         ,Supplier,CANE,CE120CB3-8151-4853-9441-F16153E6B2E8,,,,,213DB51B-8511-4E6E-A029-4A6CFB411DB0,,,
4900,28322252-A9C6-450B-8C8D-551B90D89EFA,958561,1054 LG,Deventer,NL ,06-14253817,UNKNOWN   ,Reseller,CANE,BA732875-9C2F-403D-A5A0-D8DA1C37D8A4,,,,,0E499FCB-803B-4D65-856F-7D0ABAAF9D87,,,
6383,2D1B1AD5-8DD8-4F3D-ACFC-DD0731B6621A,955637,3701 CH,Veenendaal,NL ,+31537555297,UNKNOWN   ,Customer,CANE,C6919035-90B1-46D9-A2EB-715277449A89,,,,,74052ED5-F60F-4540-B68F-BAE21825DB47,,,
6371,24D01CAD-AA06-42D3-8112-5F79204E36C4,134017,4707 BJ,,NL ,0525 686205,-         ,Prospect,CANE,A292C781-4495-4A04-87C8-13D3E51E1EAF,,,,,5340058F-3C7E-4ACA-83BC-D60E05BB581E,,,
1182,F0C085F1-7308-4A2C-89E5-AB5732EAC513,956030,2011 GX,Nieuwegein,NL ,035-5431337,UNKNOWN   ,Suspect,CANE,97A4C0E6-D514-490C-A83F-048DCDA512B3,,,,,C000C077-EAFB-41C3-8C50-E237655AD341,,,
7020,D75DF756-CE95-4196-B419-C615846D546F,100551,8331 HH,,NL ,023-5289873,-         ,Customer,CANE,466E9753-D57A-475E-B646-ACD388682060,,,,,C26CBAB5-A859-4E81-AE29-0052053B03EA,,,
6248,F5202B14-15CE-4A9C-ADB2-E02EAE7D5D48,5466,1405 EE,WOERDEN,NL ,075  6121988,-         ,Prospect,CANE,C0BB5091-78AA-4DCA-A2E4-47B8D0CEB04E,,,,,30C99E77-C350-4CE7-930C-89B749E95B79,,,
3635,FCFD3950-44C3-471C-8F6B-8A5FF6853655,204217,2600 GB,UTRECHT,NL ,06-22206124,A         ,Customer,CANE,EAD9D6B6-B230-4BBC-99D9-1C3503B7BE27,,,,,C460EED7-18D7-4513-B23A-D2E7D554A947,,,
6642,4DB00EA2-D63A-42CF-BC96-821D1E525B95,5480,5045KX,HARMELEN,NL ,010-2452060,-         ,Customer,CANE,7D4EF165-BD17-4010-BE98-437125765D10,58291504.0,,,,564710D1-C882-4FBF-A28A-E84F87FC010C,,,
129,61634DC3-E8D3-4136-BE9A-F5630B6DCCCF,959524,,BREDA,NL ,,-         ,Supplier,CANE,D37D6F0B-E4DA-4FDD-A691-59D1349D0F6D,,,,,D592EDBC-AC57-4BC6-828D-9DCB7F36260D,,,
2120,62916A27-426D-4138-8976-8843886D22B9,202642,2600GA,Wijhe,NL ,030-6352900,-         ,Suspect,CANE,853691A0-6FF1-4E65-8BA1-042547D97F42,,,,,6678B904-13E1-41D2-9207-4778321BBE7F,,,
5696,995775A9-1A8D-463B-AF9E-0C19E43A1071,100359,,Rotterdam,NL ,(035) 548 90 00,-         ,Customer,CANE,495B8D64-BF62-414D-8DE6-26A70C88803B,,,,,A61EE276-96F5-457B-A3D4-33962BA759FB,,,
6666,BD57D904-FA3E-4CE5-A1CD-1F1830278539,959227,5629 PS,Amsterdam,NL ,026-4790414,UNKNOWN   ,Customer,CANE,B333CDAA-39B4-4C82-81D5-B7B7C8BC5789,,,,,64F718FE-E768-42F4-A967-25AFE6134114,,,
6148,AA0B1387-4521-42C0-A6E1-3BFDB0A03EFA,204108,3769 LA,Nieuwegein,NL ,+ 31 561-61 55 45,-         ,Customer,CANE,7962400D-DE9E-462F-8E87-C8483B4F7A4B,,,,,D0FCE2A7-7AFA-4CAE-B1FC-B9AD067EAA43,,,
3801,C347EA45-2C9E-4D52-8A1A-AA27B3C3B652,3564,5301 GZ,Huissen,NL ,053-4341820,-         ,Customer,CANE,EDD2AF98-DD01-48E3-B905-7D23632BA9C3,,,,,BFE92EF0-24AC-49FC-9F5F-2105692D6437,,,
6976,C1831817-3F8E-48D0-BB17-2DD3FB5C224D,10380,3740BA,MAARSSEN,NL ,31 (0)10 2802200,-         ,Lead,CANE,E6C52CB6-2014-4AD5-8012-999C49FDC75C,,,,,818F0720-5566-47A2-8513-8AF7F733AD2A,,,
235,7964CEEC-EA01-4823-A172-D7EB117C5A0B,1020,8141 AL,NIJKERK,NL ,,-         ,Prospect,CANE,57F12004-B9BD-40AB-8C42-40A11281C2B4,,,,,BDF430D1-390C-410A-868C-96155A9FD07C,,,
5351,7AC7C59C-ACC2-4C58-B3D9-EE2B58CCED72,100187,3992 KJ,Alkmaar,NL ,072-5127477,-         ,Customer,CANE,09412A3F-2DBB-4910-A915-F886D0042C8B,,,,,97F545DB-D92A-494F-A9AD-9403AFA58717,,,
7132,62A707EA-1CD9-4565-A20D-50653D45B60F,958820,3897 LH,'s-Hertogenbosch,NL ,020-6553131,N         ,Customer,CANE,B92C3EA6-F163-4782-85C2-C52BF7F490AC,,,,,A457F3CB-0A28-469A-9343-BC2B8C4DA808,,,
1955,0D904F81-0030-4C04-9AA5-228E58466122,202,3972 LC,Nieuw Vennep,NL ,0543-492013,-         ,Associate,CANE,FA88B7E6-E40B-410E-8A2D-5A2A9D6FA247,,,,,7B0EBEA7-F5CF-47F2-A920-28C6A10B42F5,,,
5449,78096319-12E9-49EC-B638-C6DC239A4117,3036,3741 EN,AMERSFOORT,NL ,033-4630566,-         ,Customer,CANE,F217F572-BEA4-4791-B1F1-13B69A422DED,,,,2014-04-28 00:00:00.000,22ED40F3-7E03-47FF-99EB-56D9333B0B8A,,,
2866,B2F16F4F-A9C0-4DD6-92CA-31FA81C255C0,123499,7731 HL,BAARN,NL ,0575-563915,UNKNOWN   ,Prospect,CANE,D2164998-E247-4DDD-83DE-8C4B349D8FAF,,,,2012-10-18 00:00:00.000,C8925577-D349-4FB0-8BAF-825B3D2DE770,,,
6412,35AAF066-EF18-487E-87BB-E7F94B94FA33,959653,3742 AT,ROTTERDAM,NL ,0561-433563,UNKNOWN   ,Suspect,CANE,2FC58DD0-1E28-4EB1-AAA7-53269FF19D9D,,,,,084AF682-6F75-4FD5-B657-9C74ACDCFD51,,,
4587,5EFE1EAF-1B9B-4719-836B-20A29FB96A90,204177,1078 GP,DE BILT,NL ,024-3738758,-         ,Prospect,CANE,48F85DF0-382C-4695-8A19-02EAD6D830F5,,,,,6F242BC8-5044-4D5A-9313-785889C9FB5F,,,
3933,B8F44D83-FB36-47E6-977F-CA8355C14010,11462,3645 ZB,Silvolde,NL ,,-         ,Prospect,CANE,13001B0B-6E94-48F8-92C9-83266B0BFB74,,,,,FE320DF9-8111-4C80-95F5-E514C35C2121,,,
2979,88FE2256-80F4-4E9B-A1FA-0BE6245DE9CF,134225,1016 BE,NIJKERK,NL ,0598 396006,UNKNOWN   ,Supplier,CANE,B2F16F4F-A9C0-4DD6-92CA-31FA81C255C0,,,,,25DA00C8-B8EE-4D73-AEC1-EF19C23BF862,,,
3210,CFCA46E6-0B8C-45F7-93D0-09E7739B9D5E,957248,7609 RG,Nuth,NL ,,62        ,Prospect,CANE,C2AD01DC-274B-4645-A845-D261277B9CDF,,,,,AE7E0C82-0A55-4E40-AC44-DE575153BE5C,,,
4743,362D1270-1604-458B-ABB7-DBE09F1C5EA6,119,1013 AH,Amsterdam,NL ,,UNKNOWN   ,Associate,CANE,EDE3259E-2046-4865-B3FB-E9063B26B658,,,,,62FC1731-DD07-43C6-ABC9-B98F26D204BB,,,
3018,5DC8049C-A3EB-497C-9D29-B8EE81D7AC84,957229,3193 TW,Sassenheim,NL ,053 - 480 70 80,-         ,Suspect,CANE,4510329A-15F6-4553-AD88-7C6FD5EDA5E1,,,,,71C9E3D1-FEF1-49A9-9FFC-4139DAF36A2A,,,
2702,1CC38A9B-B06B-4A39-A210-C3CECAA3FD7B,204414,3732 AJ,Amsterdam,NL ,035-5821650,-         ,Suspect,CANE,DE5BDBC5-82B0-4FC6-8A93-26BEB9254705,,,,,4956C659-0F57-4868-BFCF-54B22C074667,,,
1920,D0F45EB8-6982-41F9-B4A8-5738164A0716,203867,2223 KC,Houten,NL ,0297-385355,UNKNOWN   ,Lead,CANE,D0BB8A60-099A-4642-BF84-FC2D1BB77583,,,,,C48BB880-ABB8-4433-A7A9-CB0D664E3ABF,,,
6199,F7ED6329-B60B-4E9D-B4AE-75CE5913FB43,1113,7333 PB,Dalfsen,NL ,035-6090702,-         ,Customer,CANE,FA5AA5E3-394E-459E-8864-AB0C90FF3D94,,,,,579517DD-59AA-405B-BE50-C6D51AA93434,,,
2077,D5D48164-DD1C-4FB6-9DEE-09EC97E5C169,123464,2722 NT,,NL ,(038) 4222333,-         ,Prospect,CANE,554A5491-757D-4964-91E0-AAD23B0D9E62,,,,,658AA3AC-52EE-4801-ADA3-6C4A739BB199,,,
5994,1DF69471-21E6-484F-8E37-03896A595C7C,3561,1200 BX,Wormerveer,NL ,0345-572688,UNKNOWN   ,Customer,CANE,9F55D968-23E9-4A94-B4D6-ACF31A6E46EB,,,,,9862A39A-C1B4-4EA0-A19E-7214BF73E470,,,
3641,39B136F0-66AD-4DB5-B152-1F7FFE523D56,74,2153 GB,AMERSFOORT,NL ,0162-427836,-         ,Customer,CANE,8B8A18A1-1B29-4271-ABF7-270BBA2B52D3,,,,,DFCE24B5-E77F-46BE-8E8F-D857879C955F,,,
5111,E9EAE8EF-74FB-412A-8ADF-2B9A64DDE59B,100465,1018 VR,Capelle aan den IJssel,NL ,,-         ,Supplier,CANE,46F0C157-2520-4919-9FC7-400F842427B1,,,,,7DDFF3BC-D04B-4438-BDDF-E9C459EE4EAC,,,
2863,9EB886C5-7966-4FCA-8FD8-3E48B5C2328C,1014,3705 GJ,TYNAARLO,NL ,(035) 541 79 69,-         ,Supplier,CANE,89DDE02B-630B-4561-BFF2-E17EB70E599D,,,,,5A856DD8-5500-409D-B40D-BBBA660C9AC3,,,
5802,E2CBF121-188F-4809-82DD-AFFF9A72FC90,10361,3905 LT,DEN HELDER,NL ,026-3193372,-         ,Prospect,CANE,D912670C-CD58-4605-B5A5-89E6F945243E,9011967.0,,,,D5D48164-DD1C-4FB6-9DEE-09EC97E5C169,,,
1292,9D86A36B-D479-4185-B46C-4096DF513822,958993,7339AH,,NL ,0180-442800,UNKNOWN   ,Customer,CANE,AAE3491E-F5C5-47E6-81B1-24D822529C8E,,,,,9249E727-5069-4DFA-862A-CEFF576E599A,,,
4211,7962400D-DE9E-462F-8E87-C8483B4F7A4B,958311,7821AK,Helmond,NL ,0525-688838,UNKNOWN   ,Prospect,CANE,44BD05AB-25F8-4BF1-B848-20937505677B,,,,,627D760D-1F63-4A82-97B1-5B6E8B7CF800,,,
5042,8A4814D6-AA1B-4366-A149-E0F921A7AF9B,100245,1422DR,Heemstede,NL ,035-525 06 11,-         ,Prospect,CANE,3FF33537-0D9D-41D8-8AC7-0ED2177A6A23,,,,,3575431E-32BF-46DD-8ECE-2357D4DC4FB9,,,
6697,C9F67C13-1DF1-4A06-B644-9DD8DA431799,958233,3991 CD,Houten,NL ,,-         ,Supplier,CANE,3E50B80C-C2E6-4A66-A055-9EC20549C71E,,,,,69222004-3A45-487E-BB83-08658967D379,,,
5380,E5AF31E2-C9E9-4467-8191-EC72CE1D67DA,956751,7311 DJ,Geldermalsen,NL ,0346581730,UNKNOWN   ,Customer,CANE,8590456D-312A-4B38-BFA8-252C599E5754,,,,,80FF7E21-A816-44FF-9320-CC5B570E4CDE,,,
196,707AE306-6A51-4C2F-B0FA-F6B6FD1A7955,2652,5464 VD,Houten,NL ,088-8787000,-         ,Associate,CANE,8A7057BA-17E0-4C00-999B-C796D69880BB,,,,,5BF803D7-3A9B-41EC-9EC3-EBBA2A5D869D,,,
3806,7A36891F-34E7-483C-9478-E2A67F50B534,100417,9206 AT,Middenmeer,NL ,030-2667113,-         ,Suspect,CANE,7843FD77-E766-4B69-8FBB-C111A9049526,,,,,9845AF0C-4B78-411E-B7C2-A0880EAB6CDD,,,
3386,B56A5F89-B36F-475E-80CE-2F5E448B376F,958358,8013 RA,BAARN,NL ,0318-510428,UNKNOWN   ,Customer,CANE,,,,,,5DC276F5-9E76-45C4-A0CD-FA6ECBB23E7A,,,
6982,AD36CF25-542E-4CAC-A630-96746F7B65D7,238,,AMSTERDAM,NL ,,UNKNOWN   ,Customer,CANE,A847FC4C-523D-4FCB-81B2-DD9B53A33382,,,,,FC372EED-BC43-4A29-85ED-94A6205BB51B,,,
2213,2FDE11F8-223F-4982-9B24-FF23CEBE0A2E,600015,7071 AB,Deventer,NL ,+31 10 89 20 470,-         ,Suspect,CANE,C10574A8-63DB-4205-BA31-19943FBCADC8,,26629984.0,,2015-10-15 00:00:00.000,B2FE711A-3E0D-4E9E-A2CF-35AB7B1EDC92,,,
3812,B75C45BE-2631-4D3F-B119-BFBD6C6C7D4C,958796,2132 EN,Achterveld,NL ,0341-463911,N         ,Prospect,CANE,348D397E-40B6-45DC-9586-1D04D9CA30A9,,,,,1EFBBF55-01F0-43F3-95C1-693CBE54A8C2,,,
4829,E8484FAA-FD40-4F3D-A191-55E7911AD402,900887,2252 TR,Utrecht,NL ,1,62        ,Supplier,CANE,3CC25EC7-8712-48B3-8882-DE5750503F34,,,,,B2F16F4F-A9C0-4DD6-92CA-31FA81C255C0,,,
6895,7744D478-E40D-47A4-90A4-14AB38CA5C3E,957469,3844 GC,Assen,NL ,0299 - 321738,UNKNOWN   ,Supplier,CANE,122DE6BE-50BC-4807-A804-503A90D5F137,,,,,952C0F2D-FB42-4F61-AED4-5945412F9C6B,,,
6673,06ACFD80-4348-4720-8BC5-E9B6486A10FF,10295,9285 NR,MAARSSEN,NL ,088-5555100,-         ,Suspect,CANE,A28A8DF1-ED93-4D38-9FEA-91E6E1BC23F4,,,,,310CAAF8-C84B-48E1-91AF-26F1FC741FE2,,,
621,BFDC01C3-3EEA-405A-8243-4D931BC7075B,202447,2901GH,AMSTERDAM,NL ,070 346 72 76,UNKNOWN   ,Customer,CANE,69C6744A-3DF9-4C37-BD4E-0F844FC15BA4,,,,,FCB0D545-F205-4136-A9A8-0FF563BF9F22,,,
3083,5AC5B34E-2D81-4D9E-B18F-8A15818A5F6C,959260,3433PW,Almere,NL ,,-         ,Customer,CANE,34B3179D-4A36-4E0E-A192-2B54D1CD4AE5,,,,,4032B533-EB16-4042-8243-2ED9EDEB4078,,,
1635,733DFF41-8B1A-45B2-9837-D66564B36C11,3804,,Hilversum,NL ,038-4254350,71        ,Customer,CANE,26266F55-CF0F-4A8D-BDE9-0CF1A9C92572,,,,,6CACFCC2-B7F9-4386-99AE-69B6BA217A60,,,
2746,5B0FD9A2-EF13-4C9F-AED1-2CFD5AF43310,956194,Apeldoorn,Boxmeer,NL ,033-4622496,-         ,Customer,CANE,957FD668-261B-4D67-B210-9A837B30413A,,,,,50775342-D2CF-4D5F-9BA2-4A1FA87C26FA,,,
3776,63E0A89F-9AB6-494E-812A-86E019EF0284,100224,3441 BG,Wassenaar,NL ,0341-428458,-         ,Prospect,CANE,663EDA68-4BC0-47C8-BD6E-60E5E83BDDC9,,,,,19A97E34-810E-43AF-A7FA-0761DE9C7DEE,,,
5823,B40C5CB2-FAC1-4EAF-8D0D-4BCC286080FD,958341,50823,AMSTERDAM,NL ,,UNKNOWN   ,Customer,CANE,25202B4A-BA5C-4817-B4AE-DCB91E2CDDB9,,,,,F794068B-137C-4E2E-8F23-3CBB5843657B,,,
6764,3751C4CD-9721-4714-BE7A-7D514A85EAF5,104,,AMSTERDAM,NL ,,UNKNOWN   ,Customer,CANE,EE7FA3B4-81E4-4961-AA35-54BA8AC26731,,,,,0A66F385-FD72-498A-B9D8-855A3544D8DB,,,
456,397727B8-FFBA-4CD8-96DE-E946CF2015A9,4148,3861 SE,Hoofddorp,NL ,020-4231114,UNKNOWN   ,Customer,CANE,4BD6EEC3-5CDB-406E-AC3E-37A9585B7B9E,,,,,4BB870A6-9DE5-4E74-877C-2F7599841DE9,,,
2842,04C062C1-2054-45C6-A3F3-73F3FEBC3F0F,3086,3701 BA,Ulft,NL ,050 549 99 23,-         ,Prospect,CANE,5AC59084-7BEC-46DD-8854-1C7B1A04687F,,,,,B836EE43-2C4D-4310-B577-7EAC4587FC7F,,,
1090,259E08CC-F229-4398-BEDA-38D66651DDD2,959601,3742 AG,Vleuten,NL ,020-6131398,-         ,Customer,CANE,AD6A7D94-BE35-4CD1-9F79-3BD6DBD7DE78,,,,,F18FDB1B-D0D2-4A84-9754-75A82ED9ABAA,,,
2275,60FCA461-4F24-4393-B435-59BE1A9B1CCE,204374,,BERKEL-ENSCHOT,NL ,023-5379827,-         ,Prospect,CANE,646FAC1A-E689-4AE0-A7E4-EAF8F8EF4C19,,,,,F0303833-2EAE-404F-8044-06BB1043BCCE,,,
2796,2FD750CF-3D26-4735-B94F-A163E9E2EB09,958659,7134 NA,Houten,NL ,050-4061201,A         ,Customer,CANE,91FAAA83-6ACD-4E08-8A1F-FB9420987EFB,,,,,B9FA64D1-506C-4C74-BBCE-F7312D3B5076,,,
6597,B922E18E-A890-4C43-BCA0-3306B91358AF,1118,2260 AD,NAARDEN,NL ,0570 638 084,-         ,Prospect,CANE,1DE6132C-8935-4A6E-B3E7-EE1188812AFF,,,33678766.0,,DD00318F-AB76-4F44-8B1A-5FADC80663F2,,,
4434,59952754-69D0-4D01-80EE-E186A5A8B8D6,10386,3994 KA,Raerd,NL ,030-2334444,-         ,Customer,CANE,6D6708BD-087A-4A27-8D90-1441413279D3,,,,,64242C7E-9DF7-4158-8977-6AF71AE0FA51,,,
5023,7D8CAEED-2814-4015-B65A-A6BFB16242CE,100051,2803 PE,Haarlem,NL ,,-         ,Customer,CANE,87AEDBD6-783B-4663-A2A2-20441544C78E,,,,,AE9CBF97-BCAF-4A23-BE4B-93F76DFACBDA,,,
6793,B852F1C7-E611-42C0-AD4F-B6986EC1DAA2,959150,2952 DG,Enschede,NL ,,-         ,Customer,CANE,CEBBECE0-A3C5-4436-8BC7-0D5A0453B710,,,,,0A384536-CC15-4C11-80A4-786836F86E82,,,
373,A6A8F624-193A-4BB8-B565-4999C306D515,204271,4501 BA,Kolham,NL ,,N         ,Customer,CANE,D137D9AA-318A-4E64-8701-8A1FE3281781,,,,,580CE39A-5D4F-4A6B-B13C-6438226E1ECB,,,
2051,1BCD0DE6-87F6-4961-83CA-84147DFC51F5,6445,6512BM,Harderwijk,NL ,,-         ,Supplier,CANE,7AE5E392-5A97-4CA0-B5EA-E2473E79D521,,,,,EB917555-EDEB-40A1-9F23-7130323F9394,,,
7165,AED4C76A-9C10-43EE-BF95-4E5E9DF48816,100174,2101 MV,Hummelo,NL ,(0317) 47 65 13,-         ,Supplier,CANE,25D90BB1-6ADE-4A47-8FE8-89B12B6760EA,,,,,FE814066-530E-4D00-9353-47F49B60BB23,,,
6672,BBF0CF61-301D-4012-B954-656EDD458A8D,1205,3998 JK,Apeldoorn,NL ,,-         ,Customer,CANE,6CC51C4B-0DE9-47A9-A3DD-FE8D7D24BE0F,,,,,1AACFFF9-941C-46CE-B41B-83A3FEA7C16A,,,
667,2C4F458F-FC0B-482C-A02D-95919460506F,959151,3824 MR,Houten,NL ,023  7503000,-         ,Supplier,CANE,A061A3E1-1A02-43FC-9E8C-D4882DF0B0C7,,,21506493.0,,F5D6D76A-4366-43D2-BCA0-58D5BC799A58,,,
347,560819FA-A3D7-4E4E-8593-2937506118B0,958344,8131 TX,lelystad,NL ,0521-516627,-         ,Prospect,CANE,60231861-D166-408C-A4AD-65EA838BB486,,,,,FA454EBD-F2B4-4FD0-996B-9E32A4288215,,,
4582,1B6D5A0D-AFD2-4947-8204-018AD365099A,958615,1431 GZ,BRUMMEN,NL ,,-         ,Supplier,CANE,502D6772-7388-42F7-A864-E5677E88B081,,,,,A5632944-5E3E-4126-A52D-7EBD9A446455,,,
1883,2C582CA0-3DE6-4EAF-B49F-ABA836C89287,85,8218NJ,Zeist,NL ,030-2615549,N         ,Reseller,CANE,E16E259D-67EE-4E01-856A-6051468BBAF2,32094402.0,,,,76A661AD-5D7D-4D55-B5D4-6568932769AE,,,
1476,B78759C0-5737-4EC4-A9DD-53751A9EFDCF,5448,3700 AA,,NL ,06-20749982,UNKNOWN   ,Lead,CANE,ED6638DB-BE50-4659-B73E-649479D1AA58,,,16056655.0,,01D375D0-2C6B-4D53-87B5-A70CC88D4971,,,
6179,35382C14-B91A-41FC-B487-2FF14E15A12F,957622,1251 AG,BARNEVELD,NL ,,UNKNOWN   ,Customer,CANE,7E2EC332-5348-449C-B265-5B6D7B09C6DF,,,,,7F75D7D9-57BD-4B4D-BF34-67A4BE77E363,,,
342,EF4C5DA1-AD47-4E81-99A6-F1759A035F83,958692,1069 CB,LAREN,NL ,03135 - 5435720,-         ,Supplier,CANE,5AF8260A-0583-40B1-AE9D-3FA4246217CF,,,,,43548EC6-08E4-4831-9E47-E5929717C455,,,
4475,3321E790-59F6-4B25-8419-CAE5036AABB4,100495,3773 AW,Putten,NL ,0162-523442,85        ,Customer,CANE,990F5136-084A-4C83-8167-B135094B46C1,,,,,949235E3-829D-4F6D-B072-59B2F0829C3F,,,
6547,B6E7352C-5E9C-41C3-9698-26145A1C1E27,202512,3512 BP,Dordrecht,NL ,020-3652200,UNKNOWN   ,Associate,CANE,A53280E8-507E-4A3A-93F2-7C8252EB94DB,,,,,A158D33F-2EC6-4F70-9528-A311A9F35806,,,
979,0E1FB4DD-5FEA-4343-8448-BE749458499B,202050,6658 KH,Pijnacker,NL ,074 255 5055,-         ,Prospect,CANE,1537C303-A483-4F7E-92FB-5C8F646F7973,,,,,D711DDCC-552B-4DC4-88F2-B5C5AB183E31,,,
2724,0F467FEA-3F38-41E5-B63E-234BBEE1C4BF,202076,7214DF,Apeldoorn,NL ,076-5484650,69        ,Customer,CANE,DF18B27B-8030-4D95-A44F-7910CDF3A0A0,,,,,346C84BB-C457-4BCA-968A-EC03902AC7EA,,,
837,7DFFF4A4-6D9D-4F36-824E-6BB61D4D6720,6473,3995 AW,Bunschoten Spakenburg,NL ,035-6473767,46        ,Customer,CANE,251EE574-59E6-428B-B841-D3F273C0E24B,,26148366.0,,,905B8D8C-4C36-4E0D-B540-72CE29BEBD22,,,
3968,B19C15CB-5965-4BD9-9FEB-35707736258E,959498,1405 HM,DORDRECHT,NL ,030 6777586,N         ,Customer,CANE,D8964DDB-A045-4DB2-BE1C-541C82BF5D4D,,,16564618.0,,5E881143-F724-4BB6-86B7-A0C6BC036835,,,
3019,B8E0C7BD-0C82-45C4-B22B-F6D59DBDDF1D,10182,2171 EL,NIEUW VENNEP,NL ,033 434 57 30,-         ,Associate,CANE,1B81D7DB-987D-4618-B7A8-339BF2153C98,,,,,3BE57BD5-503A-4B42-A34D-E251C522A37D,,,
811,7D127918-AD5F-47C8-83F6-7F1104276B83,5502,3740 AE,Ede GL,NL ,,-         ,Prospect,CANE,5C13053F-AD5D-4DED-B6F5-8526A9B22239,,,,,CFB21BBC-80F7-479B-9E43-C61957EEAF7D,,,
7153,ED6638DB-BE50-4659-B73E-649479D1AA58,958326,2292 JL,Amstelveen,NL ,onbekend,-         ,Suspect,CANE,4B0E0C19-01D4-40E0-8D16-4F6731D303D9,,,,,58F7B9A3-6B55-444D-8073-104A53AB15AE,,,
6394,2C9BEC73-6C46-4A06-807C-D64E06F81F1C,2790,1200 CA,AMERSFOORT,NL ,0591-513151,N         ,Prospect,CANE,3F2A2D35-592D-4000-9868-5C67BC93E0BB,,,,,414C1B87-7AB6-4468-A09E-9FACABD53265,,,
2888,CC454F2B-A34C-41F0-9560-D0E8D7906790,955722,7971 ca,HENGELO,NL ,015 888 04 44,-         ,Customer,CANE,665674CA-6400-4BCD-9E0F-2143E5570634,,,,,A5DE30C1-CFAB-45F3-9485-4C854475D423,,,
3552,FBE5908D-E2A3-43AC-B406-5FD529915487,100581,3991 VN,Venlo,NL ,020-6589700,-         ,Prospect,CANE,A6E29233-F498-41DB-AD07-0EC3CB614328,,,,,C71779AE-357E-46A0-B091-2C2E2AD22D72,,,
6732,D172F0B0-F98E-41A8-9AEC-34A97995F6A3,10092,7051 AG,Papendrecht,NL ,076-5156393,UNKNOWN   ,Customer,CANE,B5EACE1E-9604-41A0-A465-BAF05F244FC0,,,,,4C27D182-60AC-42C7-ABA9-82156BCECB5D,,,
6358,84A81E90-D331-4B7C-A6D8-63A7B3EACFE4,959466,1078GP,Weener,NL ,0541 - 538928,UNKNOWN   ,Suspect,CANE,3C396B31-0DCE-4ADF-8514-CBCEFCA81472,,,,2015-04-23 00:00:00.000,BE8D21E3-E0A3-4417-AD32-7103428D2417,,,
4252,DB622235-76A8-4B6B-9E48-3F5FA1AA01E4,10218,6816 RW,ROTTERDAM,NL ,,-         ,Prospect,CANE,2C961A28-FFA1-4A76-8D1F-1DD35C290FB6,,,,,6CF9410A-229C-4DC2-9277-99F4ABDFB4A0,,,
2141,AA5FFFF5-F4B6-4B8B-97FA-0FED8FB42019,3031,3524 GR,Deventer,NL ,0348-472210,-         ,Associate,CANE,FDDF4F74-3BBC-4121-98E6-39E504ACDBAB,,,,,76BEDBF7-60CF-42BE-B0AB-B98B5928F6AA,,,
2827,4697C43E-C64D-45A9-AF22-4F25CE3B5BBD,956633,1721 DA,Harmelen,NL ,,-         ,Customer,CANE,4EDC67A5-0505-4465-A746-CDAAA89AE741,,,,,066F272C-AD64-4425-8C2F-AA364200E1BA,,,
3695,8D26F45D-602E-46A7-A894-81A4CF19FF07,201924,,Rotterdam,NL ,(033) 495 00 04,-         ,Customer,CANE,74F2DD10-5DD0-456D-BA3F-AD67B5B4C3BF,53323947.0,,,,C7FA96E7-9815-4BCA-B5E6-738D594C4B9A,,,
