unknown,unknown,unknown,postcode,city,country,province,country,telephone_nr,telephone_nr,unknown,unknown,sbi_description,date,unknown
2010010832299,Zakenrelatie,Actief,5654 AM,Alphen aan den Rijn,Europe,Zuid-Holland,Netherlands,040-2367858,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2009,internet
1606080086,Zakenrelatie,Actief,6865 BE,Goes,Europe,Noord-Brabant,Netherlands,010-2809284,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-02-2010,DM cd bestanden
1606080480,Zakenrelatie,Actief,6663 KN,ROTTERDAM,Europe,Noord-Holland,Netherlands,0228-582644,074-2421311,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
2010010832295,Zakenrelatie,Actief,3032 SB,Rotterdam,Europe,Zuid-Holland,Netherlands,06-53585514,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-06-2010,internet
2010010832288,Zakenrelatie,Actief,2801 CX,Amsterdam,Europe,Flevoland,Netherlands,0162-515650,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2009,DM cd bestanden
1606080755,Zakenrelatie,Actief,1422 XZ,Duiven,Europe,Noord-Brabant,Netherlands,030-6920313,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-06-2011,DM cd bestanden
1606080622,Zakenrelatie,Actief,4537 AJ,Zwolle,Europe,Gelderland,Netherlands,0497-573204,023-5395811,Architecten Ext. BNA,K. Financiele instellingen,,06-02-2013,DM cd bestanden
2010010832255,Zakenrelatie,Actief,1019 LB,Delft,Europe,Noord-Brabant,Netherlands,030-2314716,0318-651296,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-03-2010,internet
1606080488,Zakenrelatie,Actief,6812 AC,Kaatsheuvel,Europe,Limburg,Netherlands,071-5147337,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-12-2013,Internet
2010010801091,Suspect,Actief,4701 LB,Dordrecht,Europe,Noord-Holland,Netherlands,0165-544228,0345-517832,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-09-2009,internet
1606080164,Zakenrelatie,Actief,5854 BC,Zaandam,Europe,Zuid-Holland,Netherlands,026-4436972,0318-618266,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",12-07-2012,DM cd bestanden
1606080940,Zakenrelatie,Actief,5216 EX,Utrecht,Europe,Zeeland,Netherlands,058-2168344,0411-674567,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-02-2012,DM cd bestanden
1606080996,Zakenrelatie,Actief,3771 XK,Eindhoven,Europe,Noord-Holland,Netherlands,076-5013571,0570-618430,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-07-2010,internet
1606080752,Zakenrelatie,Actief,6019 AW,Delft,Europe,Gelderland,Netherlands,0183-682838,040-2012001,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-03-2010,DM cd bestanden
1606080623,Zakenrelatie,Actief,3032 CM,Oldenzaal,Europe,Noord-Brabant,Netherlands,020 - 7891729,020-6380672,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-06-2010,DM cd bestanden
2010010831715,Zakenrelatie,Actief,2316 SK,Amsterdam,Europe,Zuid-Holland,Netherlands,06-53231201,040-2163399,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
2010010828992,Zakenrelatie,Actief,4706 PT,Dordrecht,Europe,Noord-Holland,Netherlands,0573-222080,0162-2514506,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,internet
2010010832314,Zakenrelatie,Actief,8932 NS,Rijssen,Europe,Overijssel,Netherlands,040-2555687,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2012,DM cd bestanden
1606080628,Zakenrelatie,Actief,6132 TG,Herten,Europe,Noord-Holland,Netherlands,033-2861892,038-4258110,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-08-2012,DM cd bestanden
K38285,Zakenrelatie,Actief,1135 BC,POLSBROEK,Europe,Zeeland,Netherlands,043-4551291,0318-518918,Architecten Ext. BNA,K. Financiele instellingen,,15-09-2010,DM cd bestanden
1606080162,Zakenrelatie,Actief,3311 BC,Eindhoven,Europe,Noord-Brabant,Netherlands,043-3211501,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",26-10-2009,DM cd bestanden
